SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
72,13:35:38,3/18/2025,Petals barcode,Shea Nolan,,36,A,bottom,-0.004951,2.539183,-0.004961,-0.087119,1.035997,1.039168,2.761834,1.725837,10.373316,10.341661,27.569538,0.441786,7.5,33.91,34.01,24.33,22.66,22.66,100.18,120.3,119.8,0.4,1242,3.796,13:25:37,3/18/2025,-0.01,1,0.007,0.005,-9999,0.006,0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.475502,2.486271,1.357263,0.843347,0.280074,-0.020005,0.530972,1.185187,36.638618,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
73,13:36:25,3/18/2025,Petals barcode,Shea Nolan,,36,A,top,0.011936,2.540858,0.01188,0.218425,0.969741,0.961792,2.7774,1.807659,9.599326,9.678659,27.720289,0.441786,7.5,31.95,31.68,24.22,22.75,22.75,100.19,120.5,119.7,0.6,187,3.795,13:35:50,3/18/2025,0.07,1,-0.001,0,0.013,0,-0.006,-0.007,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.47196,2.483142,1.358259,0.843114,0.281308,-0.017677,0.530973,0.269134,36.548138,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
74,13:38:53,3/18/2025,Petals barcode,Shea Nolan,,37,A,bottom,-0.002719,2.541965,-0.002722,-0.051436,1.197821,1.199687,3.051324,1.853503,11.973495,11.95487,30.453781,0.441786,7.5,39.11,39.17,24.37,24.31,24.31,100.2,120.5,119.9,0.6,1803,3.794,13:35:50,3/18/2025,0.07,1,0.005,0,-9999,0.001,0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.483256,2.494061,1.358918,0.843548,0.27962,-0.001571,0.533597,1.672601,36.508442,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
75,13:39:29,3/18/2025,Petals barcode,Shea Nolan,,37,A,top,-0.002662,2.536738,-0.002664,-0.066384,1.18863,1.191047,3.625094,2.436464,11.887439,11.863317,36.18084,0.441786,7.5,38.77,38.85,24.39,27.22,27.22,100.19,120.1,119.8,0.3,1919,3.794,13:35:50,3/18/2025,0.07,1,0.002,0.002,-0.011,0,0,0.002,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.482779,2.493553,1.355812,0.843462,0.279448,0.032425,0.534251,1.772845,36.514164,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
76,13:42:20,3/18/2025,Petals barcode,Shea Nolan,,38,A,bottom,0.000453,2.540478,0.000453,0.007889,1.20931,1.209024,2.916886,1.707576,12.066798,12.069657,29.112307,0.441786,7.5,38.71,38.7,24.7,23.56,23.56,100.19,120.4,119.6,0.7,1615,3.791,13:35:50,3/18/2025,0.07,1,-0.003,-0.004,0.002,0,-0.001,0.001,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.482491,2.493395,1.358033,0.842964,0.275963,-0.014035,0.536165,1.508953,36.617874,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
77,13:42:49,3/18/2025,Petals barcode,Shea Nolan,,38,A,top,0.010704,2.540597,0.01066,0.198031,1.08973,1.082532,2.913658,1.823928,10.805925,10.877776,29.084375,0.441786,7.5,34.94,34.71,24.68,23.54,23.54,100.18,120.4,119.6,0.7,1534,3.791,13:35:50,3/18/2025,0.07,1,-0.002,0.004,-0.005,-0.003,-0.002,0.002,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.476503,2.487682,1.358104,0.842888,0.276285,-0.013904,0.536708,1.438875,36.623596,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
78,13:45:12,3/18/2025,Petals barcode,Shea Nolan,,39,A,bottom,0.009795,2.540701,0.009757,0.177943,1.110647,1.10418,2.90145,1.790803,11.019263,11.083808,28.95529,0.441786,7.5,35.54,35.33,24.71,23.47,23.47,100.2,120.4,119.7,0.7,1309,3.789,13:35:50,3/18/2025,0.07,1,-0.001,-0.002,0.013,0.001,0.004,0.011,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.477434,2.488585,1.358166,0.843045,0.275894,-0.015114,0.537535,1.243509,36.558151,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
79,13:45:36,3/18/2025,Petals barcode,Shea Nolan,,39,A,top,-0.002968,2.540346,-0.002971,-0.052461,1.144365,1.146272,2.878165,1.7338,11.439323,11.420297,28.722912,0.441786,7.5,36.69,36.75,24.68,23.34,23.34,100.2,120.4,119.8,0.5,333,3.789,13:35:50,3/18/2025,0.07,1,-0.005,-0.004,0.002,0,-0.006,-0.001,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.479587,2.490353,1.357955,0.843467,0.27628,-0.01623,0.537564,0.395642,36.512733,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
80,13:48:12,3/18/2025,Petals barcode,Shea Nolan,,40,A,bottom,0.002143,2.537432,0.002142,0.047302,1.091155,1.089432,3.256679,2.165523,10.870947,10.888144,32.496918,0.441786,7.5,34.9,34.84,24.72,25.4,25.4,100.21,120.2,119.5,0.6,1517,3.787,13:35:50,3/18/2025,0.07,1,-0.002,0.001,-9999,0,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.476691,2.487603,1.356224,0.842692,0.275802,0.007081,0.539547,1.424029,36.414028,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
81,13:48:44,3/18/2025,Petals barcode,Shea Nolan,,40,A,top,0.006508,2.540528,0.006492,0.147213,1.032546,1.02719,3.256393,2.223847,10.250454,10.3039,32.495934,0.441786,7.5,33.04,32.86,24.71,25.4,25.4,100.21,120.4,119.9,0.5,1315,3.787,13:48:24,3/18/2025,-0.02,1,0.003,0,-9999,-0.002,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.47368,2.484876,1.358063,0.843554,0.275875,0.007141,0.539918,1.248583,36.391495,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
